birdnet_id,scientific_name,common_name,common_name_alt,taxon_group,record_type,scientific_name_aliases,common_name_aliases,inat_id,ebird_code,gbif_id,ncbi_id,avibase_id,birdlife_id,ml_taxon_code,xc_name,observationorg_id,wikidata_qid,observations_count,description_source,metadata_quality_score,metadata_quality_flags,image_url,image_author,image_license,image_source,common_name_en,common_name_ru,common_name_es,common_name_de,common_name_cs,common_name_fr,common_name_nl,common_name_pl,common_name_ja,common_name_pt,common_name_ca,common_name_bg,common_name_zh-CN,common_name_no,common_name_sv,common_name_da,common_name_sk,common_name_uk,common_name_tr,common_name_fi,common_name_sr,common_name_es_ES,common_name_es_MX,common_name_pt_PT,common_name_es_EC,common_name_hr,common_name_lt,common_name_fa,common_name_zh,common_name_cy
BN00032,Acanthorhynchus tenuirostris,Eastern Spinebill,,Aves,species,,,12238,easspi1,5230466,266336,,22704421,easspi1,Acanthorhynchus tenuirostris,75056,,9444,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthorhynchus%20tenuirostris?size=medium,judybarnes,cc-by-nc,iNaturalist,Eastern Spinebill,Восточная титиара,Picoespina Oriental,Rotnacken-Honigfresser,jehlozobka východní,Méliphage à bec grêle,Zwarthalshoningeter,miodopijek długodzioby,キリハシミツスイ,eastern spinebill,bec d'espina oriental,Кафявогуш медояд,东尖嘴吸蜜鸟,prydhonningeter,rostnackad honungsfågel,Østlig Seglnæb,peliar tenkozobý,Медолюб-шилодзьоб східний,Kızıl Enseli Kılgaga,naskalivyömesikko,Istočni tankokljuni medojed,Picoespina oriental,Picoespina Oriental,Eastern spinebill,Picoespina Oriental,iglokljuni medojed,,خارنوک شرقی,東尖嘴吸蜜鳥,Melysor pigfain y Dwyrain
BN00033,Acanthornis magna,Scrubtit,,Aves,species,,,72440,scrubt2,7341473,720576,69825DA0A51B4C85,22704585,scrubt2,Acanthornis magna,185672,,155,wikipedia,78,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthornis%20magna?size=medium,Indra Bone,cc-by-nc,iNaturalist,Scrubtit,Синицевый шипоклюв,Sedosito Tasmano,Stammhuscher,střízlíkovec sýkorovitý,Séricorne de Tasmanie,Kleine Tasmaanse struiksluiper,tasmanówka,メジロヤブムシクイ,scrubtit,espineta de Tasmània,Сивоушка,灌丛丝刺莺,klatrekrattsmett,snårsmyg,Buskmejse,papradníček krovinový,Кущовик острівний,Ak Gözlü Akantiz,tasmaniansilkkimaluri,Senicoliki šibljački carić,Sedosito tasmano,Sedosito Tasmano,,Sedosito Tasmano,srebrnastolica trnokljunka,Tasmaninis serikornis,چرخریسک بوتهای,,Dryw prysgoed clustlwyd
BN00034,Acanthosoma haemorrhoidale,Hawthorn Shield Bug,,Insecta,species,,,51149,,5866246,483950,,,,,,,15294,wikipedia,83,,https://birdnet.cornell.edu/taxonomy/api/image/Acanthosoma%20haemorrhoidale?size=medium,Nikolai Vladimirov,cc-by-nc,iNaturalist,Hawthorn Shield Bug,Килевик краснозадый,,Wipfel-Stachelwanze,kněžovka stromová,Punaise de l'aubépine,Meidoornkielwants,Puklica rudnica,,,,,蓬萊原同椿,storløvtege,Hagtornsbärfis,Stor løvtæge,bzdocha stromová,,,tuomilude,,,,,,,Gudobelinė Skydblakė,,,
BN00035,Accipiter madagascariensis,Madagascar Sparrowhawk,,Aves,species,,,5119,madspa1,2480579,993370,5D673E3EA8616EEE,22695613,madspa1,Accipiter madagascariensis,,,52,wikipedia,88,,https://birdnet.cornell.edu/taxonomy/api/image/Accipiter%20madagascariensis?size=medium,Greg Lasley,cc-by-nc,iNaturalist,Madagascar Sparrowhawk,Мадагаскарский перепелятник,Gavilán Malgache,Madagaskarsperber,krahujec madagaskarský,Épervier de Madagascar,Madagaskarsperwer,krogulec prążkowany,マダガスカルハイタカ,madagascar sparrowhawk,esparver de Madagascar,Мадагаскарски среден ястреб,马达加斯加雀鹰,madagaskarhauk,madagaskarsparvhök,Madagascarspurvehøg,jastrab madagaskarský,Яструб мадагаскарський,Madagaskar Atmacası,madagaskarinlintuhaukka,Madagaskarski kobac,Gavilán malgache,Gavilán Malgache,Madagascar sparrowhawk,Gavilán Malgache,mrki kobac,Madagaskarinis paukštvanagis,بازگنجشک ماداگاسکاری,馬達加斯加雀鷹,Gwalch Madagasgar
BN00036,Accipiter nisus,Eurasian Sparrowhawk,,Aves,species,,,5106,eurspa1,2480637,211598,DB376A66278ED21E,22695624,eurspa1,Accipiter nisus,178,,46985,wikipedia,100,,https://birdnet.cornell.edu/taxonomy/api/image/Accipiter%20nisus?size=medium,john.purvis,cc-by-nc-sa,iNaturalist,Eurasian Sparrowhawk,Перепелятник,Gavilán Común,Sperber,krahujec obecný,Épervier d'Europe,Sperwer,krogulec,ハイタカ,gavião,esparver comú,Малък ястреб,雀鹰,spurvehauk,sparvhök,Spurvehøg,jastrab krahulec,Яструб малий,Atmaca,varpushaukka,Kobac,Gavilán común,Gavilán Común,Gavião,Gavilán Común,kobac,Paukštvanagis,,雀鹰,Gwalch glas
BN00037,Accipiter ovampensis,Ovambo Sparrowhawk,,Aves,species,,,5133,ovaspa2,2480587,387803,BAE916831E3E9167,22695619,ovaspa2,Accipiter ovampensis,73231,,155,wikipedia,70,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Accipiter%20ovampensis?size=medium,Steve Garvie,cc-by-nc-sa,iNaturalist,Ovambo Sparrowhawk,Краснобокий перепелятник,Gavilán del Ovambo,Ovambosperber,krahujec ovampský,Épervier des Ovampos,Ovambosperwer,krogulec szary,サバンナハイタカ,ovambo sparrowhawk,esparver d'Ovambo,Овамбоенски ястреб,南非雀鹰,ovambohauk,ovambosparvhök,Ovampo Spurvehøg,jastrab ovambský,Яструб намібійський,Ovambo Atmacası,savannilintuhaukka,Ovambo jastreb,Gavilán del Ovambo,Gavilán del Ovambo,Ovambo sparrowhawk,Gavilán del Ovambo,sivi kobac,Namibinis paukštvanagis,بازگنجشک اوامبو,南非雀鷹,Gwalch Ovambo
BN00038,Accipiter poliogaster,Grey-bellied Hawk,Gray-bellied Hawk,Aves,species,,,5146,gybhaw1,2480597,387805,707547BB9A073A93,22695453,gybhaw1,Accipiter poliogaster,73196,,43,wikipedia,66,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Accipiter%20poliogaster?size=medium,Norton Santos,cc-by-nc,iNaturalist,Grey-bellied Hawk,Серобрюхий ястреб,Azor Ventrigrís,Graubauchhabicht,jestřáb jihoamerický,Autour à ventre gris,Zuid-Amerikaanse havik,krogulec siwobrzuchy,セグロオオタカ,tauató-pintado,astor pitblanc,Сивокорем ястреб,灰腹鹰,gråbukhauk,gråbukig hök,Gråbuget Duehøg,jastrab sivobruchý,Яструб сірочеревий,Gri Karınlı Atmaca,amazoniankanahaukka,Sivotrbi južnoamerički jastreb,Azor ventrigrís,Azor Ventrigrís,Tauató-pintado,Azor Ventrigrís,bjelotrbi jastreb,Pilkapilvis vištvanagis,باز شکمخاکستری,Grey-bellied Hawk,Gwyddwalch torllwyd
BN00039,Accipiter rufiventris,Rufous-breasted Sparrowhawk,,Aves,species,,,5141,rucspa2,2480609,518696,EC0E680F40FF76D9,22695630,rucspa2,Accipiter rufiventris,73232,,288,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Accipiter%20rufiventris?size=medium,Fabio Olmos,© Macaulay Library,Macaulay Library ML226740631,Rufous-breasted Sparrowhawk,Красногрудый перепелятник,Gavilán Papirrufo,Rotbauchsperber,krahujec rezavoprsý,Épervier menu,Roodborstsperwer,krogulec rudobrzuchy,ムネアカハイタカ,rufous-breasted sparrowhawk,esparver canyella,Ръждивогръд ястреб,棕胸雀鹰,rødbrystspurvehauk,rostbröstad sparvhök,Brunbrystet Spurvehøg,jastrab hrdzavoprsý,Яструб кенійський,Kızıl Karınlı Atmaca,ruostelintuhaukka,Crvenogrudi kobac,Gavilán papirrufo,Gavilán Papirrufo,Rufous-breasted sparrowhawk,Gavilán Papirrufo,riđotrbi kobac,Rausvakrūtis paukštvanagis,بازگنجشک سینهحنایی,棕胸雀鷹,Gwalch brongoch
BN00040,Accipiter striatus,Sharp-shinned Hawk,,Aves,species,,,5097,shshaw,2480612,56330,862DF14942ABC6D0,22734130,shshaw,Accipiter striatus,73233,,24828,wikipedia,94,,https://birdnet.cornell.edu/taxonomy/api/image/Accipiter%20striatus?size=medium,Troy B,cc-by,iNaturalist,Sharp-shinned Hawk,Американский перепелятник,Gavilán Americano,Eckschwanzsperber,krahujec americký,Épervier brun,Amerikaanse sperwer,krogulec zmienny,アシボソハイタカ,tauató-miúdo,esparver americà,Американски малък ястреб,纹腹鹰,parulahauk,amerikansk sparvhök,Amerikansk Spurvehøg,jastrab čiarkový,Яструб неоарктичний,Amerika Atmacası,amerikanvarpushaukka,Američki kobac,Gavilán americano,Gavilán Pecho Canela,Gavião-miúdo,Azor Americano,američki kobac,Rausvaausis vanagas,باز ساقتیز,,Gwalch Cynffonsgwar
BN00041,Aceros nipalensis,Rufous-necked Hornbill,,Aves,species,,,5523,runhor1,5228459,866358,01391B1AA817705E,22682510,runhor1,Aceros nipalensis,70970,,239,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Aceros%20nipalensis?size=medium,soarexcursions,cc-by-nc,iNaturalist,Rufous-necked Hornbill,Непальский калао,Cálao del Nepal,Nepalhornvogel,zoborožec rezavý,Calao à cou roux,Himalayajaarvogel,dzioborożec rudy,ナナミゾサイチョウ,rufous-necked hornbill,calau collrogenc,Ръждивоврата птица носорог,棕颈犀鸟,rødhalshornfugl,rosthalsad näshornsfågel,Rødhalset Rynkenæb,zobákorožec hrdzavý,Калао непальський,Kızıl Boyunlu Boynuzgaga,kiilasarvinokka,Crvenobradi kljunorožac,Cálao del Nepal,Cálao del Nepal,Rufous-necked hornbill,Cálao del Nepal,crvenogrli kljunorožac,Nepalinis aceras,نوکشاخ گردنحنایی,棕颈犀鸟,Cornbig gyddfgoch
BN00042,Achaetops pycnopygius,Rockrunner,,Aves,species,,,116789,damroc1,2493044,315540,,22714641,damroc1,Achaetops pycnopygius,77155,,97,wikipedia,68,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Achaetops%20pycnopygius?size=medium,Joseph Morlan,cc-by-sa,iNaturalist,Rockrunner,Дамарский скалолаз,Saltarrocas Damara,Klippensänger,skalňáček drozdovitý,Achétopse à flancs roux,Roodstuitrotszanger,skalnik,イワトビムシクイ,rockrunner,roqueret damara,Скален славей,岩莺,steinhopper,damarasångare,Klippehopper,skalobežec škvrnitý,Куцохвостик малий,Damara Kayabülbülü,louhikkokerttu,Damarski lažni čukundrozd,Saltarrocas damara,Saltarrocas Damara,,Saltarrocas Damara,kamenjarska cvrkutuša,Dryžakrūtė devynbalsė,دونده صخره,岩莺,Coegneidiwr meini
BN00043,Acherontia atropos,Death's Head Hawkmoth,,Insecta,species,,,56530,,1861510,657993,,,,,,,8323,wikipedia,89,,https://birdnet.cornell.edu/taxonomy/api/image/Acherontia%20atropos?size=medium,Jose Neto,cc-by-nc,iNaturalist,Death's Head Hawkmoth,бражник мёртвая голова,Esfinge de la Calavera,Totenkopfschwärmer,lišaj smrtihlav,Sphinx tête de mort,Doodshoofdvlinder,Zmierzchnica trupia główka,ヨーロッパメンガタスズメ,Esfinge-Caveira,Papallona de la Calavera,Мъртвешка глава,赭带鬼脸天蛾,dødninghode,dödskallesvärmare,Dødningehoved,Lišaj smrtkový,Бражник мертва голова,Kurukafa güvesi,pääkallokiitäjä,Мртвачка глава,,,,,,Kaukolėtasis sfinksas,بازشاپرک کلهمرگ آفریقایی,赭帶鬼臉天蛾,Gwalchwyfyn y benglog
BN00044,Acherontia lachesis,Greater Death's Head Hawkmoth,,Insecta,species,,,121837,,1861488,1086102,,,,,,,3020,wikipedia,89,,https://birdnet.cornell.edu/taxonomy/api/image/Acherontia%20lachesis?size=medium,CC黎明,cc-by-nc-nd,iNaturalist,Greater Death's Head Hawkmoth,Мёртвая голова Лахесы,,,,,,Zmora orientalna,クロメンガタスズメ,,,,鬼脸天蛾,,Acherontia satanas,,,,,,,,,,,,,زنبورربای بزرگ,鬼臉天蛾,
BN00045,Acheta domesticus,House Cricket,,Insecta,species,Acheta domestica,,133220,,1718308,6997,,,t-5253487,Acheta domesticus,1902,,4300,wikipedia,90,,https://birdnet.cornell.edu/taxonomy/api/image/Acheta%20domesticus?size=medium,Manuela B,cc-by-nc,iNaturalist,House Cricket,Сверчок домовый,Grillo asiático doméstico,Heimchen,cvrček domácí,Grillon domestique,Huiskrekel,świerszcz domowy,ヨーロッパイエコオロギ,Grilo-doméstico,grill domèstic,,家蟋蟀,hussiriss,hussyrsa,Husfårekylling,svrček domový,Цвіркун хатній,,kotisirkka,Кућни попац,,,,,Kućni šturak,Naminis svirplys,,家蟋蟀,
BN00046,Acheta hispanicus,Spanish House-Cricket,,Insecta,species,,,917175,,1718302,,,,t-12206757,Acheta hispanicus,105708,,89,,45,missing_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Acheta%20hispanicus?size=medium,faluke,cc-by-nc,iNaturalist,Spanish House-Cricket,Сверчок испанский,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN00047,Acheta rufopictus,Acheta rufopictus,,Insecta,species,,,1422645,,1718296,1767213,,,t-12312796,Acheta rufopictus,644654,,14,,43,missing_english_description|few_localized_descriptions|missing_common_name,https://birdnet.cornell.edu/taxonomy/api/image/Acheta%20rufopictus?size=medium,James Bailey,cc-by-nc,iNaturalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN00048,Acinonyx jubatus,Cheetah,,Mammalia,species,,,41955,,2435270,32536,,,t-11026957,Acinonyx jubatus,79435,,6531,wikipedia,98,,https://birdnet.cornell.edu/taxonomy/api/image/Acinonyx%20jubatus?size=medium,Irene Domhoff,cc-by-nc,iNaturalist,Cheetah,Гепард,Guepardo,Gepard,gepard štíhlý,Guépard,Cheetah,Gepard grzywiasty,チーター,Chita,Guepard,Гепард,猎豹,Gepard,gepard,Gepard,Gepard,Гепард,Çita,Gepardi,гепард,,,,,Gepard,Gepardas,یوزپلنگ,獵豹,llewpart hela
BN00049,Acontista concinna,Acontista concinna,,Insecta,species,,,748777,,1404189,,,,,,,,421,wikipedia,41,short_english_description|few_localized_descriptions|weak_external_ids|missing_common_name,https://birdnet.cornell.edu/taxonomy/api/image/Acontista%20concinna?size=medium,Rogerio Dias,cc-by-nc,iNaturalist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BN00050,Acridotheres albocinctus,Collared Myna,,Aves,species,,,14876,colmyn1,2489007,513298,EABE979BC3122C12,22710943,colmyn1,Acridotheres albocinctus,76428,,48,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20albocinctus?size=medium,William Stephens,cc-by,iNaturalist,Collared Myna,Ошейниковая майна,Miná Acollarado,Halsbandmaina,majna bělokrká,Martin à collier,Witkraagmaina,majna obrożna,シロエリハッカ,collared myna,mainà de collar,Синеока майна,白领八哥,kragestær,halsbandsmajna,Hvidhalset Maina,škorec golierikatý,Майна юнанська,Yakalı Çiğdeci,sepelmaina,Ogrličasta mina,Miná acollarado,Miná Acollarado,Collared myna,Miná Acollarado,bjelovrati čvorak,,مینای طوقه,白领八哥,Maina torchwyn
BN00051,Acridotheres burmannicus,Burmese Myna,,Aves,species,,,145096,vibsta1,7341615,513302,2241879FF3BC42FD,103870359,vibsta1,Acridotheres burmannicus,76421,,55,wikipedia,62,short_english_description|few_localized_descriptions,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20burmannicus?size=medium,Ayuwat Jearwattanakanok,© Macaulay Library,Macaulay Library ML485867571,Burmese Myna,Камбоджийский скворец,Miná Birmano,Burmamaina,majna barmská,Martin birman,Birmese maina,majna birmańska,シロガシラムクドリ,burmese myna,mainà de Myanmar,Бирманска майна,红嘴椋鸟,burmastær,burmamajna,Myanmarstær,škorec vínovoprsý,Майна бірманська,Gri Enseli Çiğdeci,naamiokottarainen,Burmanska mina,Miná birmano,Miná Birmano,Burmese myna,Miná Birmano,burmanski čvorak,,سار سینهشرابی,红嘴椋鸟,Drudwen Jerdon
BN00052,Acridotheres cinereus,Pale-bellied Myna,,Aves,species,,,14871,pabmyn1,2489009,513299,5FE2771C84269920,22710940,pabmyn1,Acridotheres cinereus,76427,,6,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20cinereus?size=medium,Ashley Banwell,© Macaulay Library,Macaulay Library ML301294351,Pale-bellied Myna,Серая майна,Miná Cenizo,Fahlbauchmaina,majna celebeská,Martin cendré,Vaalbuikmaina,majna popielata,ハッカ,mainato-de-barriga-branca,mainà cendrós,Светлокорема майна,淡腹八哥,gresstær,sulawesimajna,Sulawesi Maina,škorec dobytčí,Майна світлочерева,Boz Çiğdeci,celebesinviidakkomaina,Svetlotrba mina,Miná cenizo,Miná Cenizo,Mainato-de-barriga-branca,Miná Cenizo,sivotrbi čvorak,,مینای شکمروشن,淡腹八哥,Maina tinwyn
BN00053,Acridotheres cristatellus,Crested Myna,,Aves,species,,,14872,cremyn,2489010,451382,65BCBB64435BB4A5,22710946,cremyn,Acridotheres cristatellus,76429,,8826,wikipedia,96,,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20cristatellus?size=medium,Frank Lin,cc-by-nc,iNaturalist,Crested Myna,Хохлатая майна,Miná Crestado,Haubenmaina,majna chocholatá,Martin huppé,Kuifmaina,majna czubata,ハッカチョウ,mainato-de-poupa,mainà crestat,Качулата майна,八哥,krøllstær,kinesisk majna,Topmaina,škorec chochlatý,Майна чубата,Tepeli Çiğdeci,riisimaina,Ćubasta mina,Miná crestado,Miná Crestado,Mainato-de-poupa,Estornino Crestado,bjelokljuni čvorak,cimeņmaina,مینای تاجدار,八哥,Maina Tsieina
BN00054,Acridotheres fuscus,Jungle Myna,,Aves,species,,,14869,junmyn1,2489006,245038,8724C64A4BC1E154,22710932,junmyn1,Acridotheres fuscus,76425,,3075,wikipedia,92,,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20fuscus?size=medium,Vijay Anand Ismavel,cc-by-nc-sa,iNaturalist,Jungle Myna,Джунглевая майна,Miná de Jungla,Dschungelmaina,majna hnědá,Martin forestier,Junglemaina,majna szara,モリハッカ,jungle myna,mainà de jungla,Горска майна,丛林八哥,krattstær,djungelmajna,Brun Maina,škorec džungľový,Майна джунглева,Kurşuni Çiğdeci,viidakkomaina,Prašumska mina,Miná de jungla,Miná de Jungla,Jungle myna,Miná de Jungla,šumski čvorak,,مینای جنگلی,丛林八哥,Maina tywyll
BN00055,Acridotheres ginginianus,Bank Myna,,Aves,species,,,14874,banmyn1,2489004,451383,F8CFF92CB9DC09C6,22710929,banmyn1,Acridotheres ginginianus,76424,,1101,wikipedia,86,,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20ginginianus?size=medium,Ting-Wei HUNG,© Macaulay Library,Macaulay Library ML156750621,Bank Myna,Береговая майна,Miná Ribereño,Ufermaina,majna břehová,Martin des berges,Oevermaina,majna norowa,ハイイロハッカ,bank myna,mainà riberenc,Сива майна,灰背岸八哥,landsbystær,brinkmajna,Grå Maina,škorec pobrežný,Майна берегова,Dere Çiğdecisi,intianmaina,Siva mina,Miná ribereño,Miná Ribereño,Bank myna,Miná Ribereño,crno-sivi čvorak,krastu maina,مینای خاکستری,灰背岸八哥,Maina’r dorlan
BN00056,Acridotheres grandis,Great Myna,,Aves,species,,,14870,whvmyn1,2489008,451384,B483CC1C0B92013F,103871222,whvmyn1,Acridotheres grandis,76426,,3216,wikipedia,64,short_english_description,https://birdnet.cornell.edu/taxonomy/api/image/Acridotheres%20grandis?size=medium,Dmitrii,cc-by-nc,iNaturalist,Great Myna,Чубатая майна,Miná Grande,Riesenmaina,majna velká,Grand Martin,Grote maina,majna żałobna,オオハッカ,great myna,mainà gros,Голяма майна,林八哥,engstær,tofsmajna,Stor Maina,škorec smútočný,Майна велика,Büyük Çiğdeci,töyhtömaina,Velika mina,Miná grande,Miná Grande,Great myna,Miná Grande,indokineski čvorak,,مینای دمگاهسفید,林八哥,Maina mawr
